DATE,rate,g_growth,domar_spread,Country
2016-01-01,2.27,1.7950168913805964,0.4749831086194036,USA
2016-01-04,2.24,1.7950168913805964,0.4449831086194038,USA
2016-01-05,2.25,1.7950168913805964,0.4549831086194036,USA
2016-01-06,2.18,1.7950168913805964,0.38498310861940377,USA
2016-01-07,2.16,1.7950168913805964,0.36498310861940375,USA
2016-01-08,2.13,1.7950168913805964,0.3349831086194035,USA
2016-01-11,2.17,1.7950168913805964,0.37498310861940354,USA
2016-01-12,2.12,1.7950168913805964,0.3249831086194037,USA
2016-01-13,2.08,1.7950168913805964,0.2849831086194037,USA
2016-01-14,2.1,1.7950168913805964,0.3049831086194037,USA
2016-01-15,2.03,1.7950168913805964,0.2349831086194034,USA
2016-01-18,2.03,1.7950168913805964,0.2349831086194034,USA
2016-01-19,2.06,1.7950168913805964,0.26498310861940366,USA
2016-01-20,2.01,1.7950168913805964,0.2149831086194034,USA
2016-01-21,2.02,1.7950168913805964,0.22498310861940363,USA
2016-01-22,2.07,1.7950168913805964,0.27498310861940345,USA
2016-01-25,2.03,1.7950168913805964,0.2349831086194034,USA
2016-01-26,2.01,1.7950168913805964,0.2149831086194034,USA
2016-01-27,2.02,1.7950168913805964,0.22498310861940363,USA
2016-01-28,2.0,1.7950168913805964,0.2049831086194036,USA
2016-01-29,1.94,1.7950168913805964,0.14498310861940356,USA
2016-02-01,1.97,1.7950168913805964,0.17498310861940358,USA
2016-02-02,1.87,1.7950168913805964,0.07498310861940372,USA
2016-02-03,1.88,1.7950168913805964,0.0849831086194035,USA
2016-02-04,1.87,1.7950168913805964,0.07498310861940372,USA
2016-02-05,1.86,1.7950168913805964,0.0649831086194037,USA
2016-02-08,1.75,1.7950168913805964,-0.04501689138059639,USA
2016-02-09,1.74,1.7950168913805964,-0.0550168913805964,USA
2016-02-10,1.71,1.7950168913805964,-0.08501689138059643,USA
2016-02-11,1.63,1.7950168913805964,-0.1650168913805965,USA
2016-02-12,1.74,1.7950168913805964,-0.0550168913805964,USA
2016-02-15,1.74,1.7950168913805964,-0.0550168913805964,USA
2016-02-16,1.78,1.7950168913805964,-0.015016891380596364,USA
2016-02-17,1.81,1.7950168913805964,0.014983108619403662,USA
2016-02-18,1.75,1.7950168913805964,-0.04501689138059639,USA
2016-02-19,1.76,1.7950168913805964,-0.03501689138059638,USA
2016-02-22,1.77,1.7950168913805964,-0.025016891380596373,USA
2016-02-23,1.74,1.7950168913805964,-0.0550168913805964,USA
2016-02-24,1.75,1.7950168913805964,-0.04501689138059639,USA
2016-02-25,1.71,1.7950168913805964,-0.08501689138059643,USA
2016-02-26,1.76,1.7950168913805964,-0.03501689138059638,USA
2016-02-29,1.74,1.7950168913805964,-0.0550168913805964,USA
2016-03-01,1.83,1.7950168913805964,0.03498310861940368,USA
2016-03-02,1.84,1.7950168913805964,0.04498310861940369,USA
2016-03-03,1.83,1.7950168913805964,0.03498310861940368,USA
2016-03-04,1.88,1.7950168913805964,0.0849831086194035,USA
2016-03-07,1.91,1.7950168913805964,0.11498310861940353,USA
2016-03-08,1.83,1.7950168913805964,0.03498310861940368,USA
2016-03-09,1.9,1.7950168913805964,0.10498310861940352,USA
2016-03-10,1.93,1.7950168913805964,0.13498310861940355,USA
2016-03-11,1.98,1.7950168913805964,0.1849831086194036,USA
2016-03-14,1.97,1.7950168913805964,0.17498310861940358,USA
2016-03-15,1.97,1.7950168913805964,0.17498310861940358,USA
2016-03-16,1.94,1.7950168913805964,0.14498310861940356,USA
2016-03-17,1.91,1.7950168913805964,0.11498310861940353,USA
2016-03-18,1.88,1.7950168913805964,0.0849831086194035,USA
2016-03-21,1.92,1.7950168913805964,0.12498310861940354,USA
2016-03-22,1.94,1.7950168913805964,0.14498310861940356,USA
2016-03-23,1.88,1.7950168913805964,0.0849831086194035,USA
2016-03-24,1.91,1.7950168913805964,0.11498310861940353,USA
2016-03-25,1.91,1.7950168913805964,0.11498310861940353,USA
2016-03-28,1.89,1.7950168913805964,0.09498310861940351,USA
2016-03-29,1.81,1.7950168913805964,0.014983108619403662,USA
2016-03-30,1.83,1.7950168913805964,0.03498310861940368,USA
2016-03-31,1.78,1.7950168913805964,-0.015016891380596364,USA
2016-04-01,1.79,1.493250832714721,0.2967491672852791,USA
2016-04-04,1.78,1.493250832714721,0.2867491672852791,USA
2016-04-05,1.73,1.493250832714721,0.23674916728527906,USA
2016-04-06,1.76,1.493250832714721,0.2667491672852791,USA
2016-04-07,1.7,1.493250832714721,0.20674916728527903,USA
2016-04-08,1.72,1.493250832714721,0.22674916728527905,USA
2016-04-11,1.73,1.493250832714721,0.23674916728527906,USA
2016-04-12,1.79,1.493250832714721,0.2967491672852791,USA
2016-04-13,1.77,1.493250832714721,0.2767491672852791,USA
2016-04-14,1.8,1.493250832714721,0.3067491672852791,USA
2016-04-15,1.76,1.493250832714721,0.2667491672852791,USA
2016-04-18,1.78,1.493250832714721,0.2867491672852791,USA
2016-04-19,1.79,1.493250832714721,0.2967491672852791,USA
2016-04-20,1.85,1.493250832714721,0.35674916728527917,USA
2016-04-21,1.88,1.493250832714721,0.38674916728527897,USA
2016-04-22,1.89,1.493250832714721,0.396749167285279,USA
2016-04-25,1.91,1.493250832714721,0.416749167285279,USA
2016-04-26,1.94,1.493250832714721,0.446749167285279,USA
2016-04-27,1.87,1.493250832714721,0.3767491672852792,USA
2016-04-28,1.84,1.493250832714721,0.34674916728527916,USA
2016-04-29,1.83,1.493250832714721,0.33674916728527915,USA
2016-05-02,1.88,1.493250832714721,0.38674916728527897,USA
2016-05-03,1.81,1.493250832714721,0.31674916728527913,USA
2016-05-04,1.79,1.493250832714721,0.2967491672852791,USA
2016-05-05,1.76,1.493250832714721,0.2667491672852791,USA
2016-05-06,1.79,1.493250832714721,0.2967491672852791,USA
2016-05-09,1.77,1.493250832714721,0.2767491672852791,USA
2016-05-10,1.77,1.493250832714721,0.2767491672852791,USA
